ID;Semester;HZBNote;Art
1385;4022;3;allgemeine Hochschulreife
1499;4022;2;allgemeine Hochschulreife
719;4022;3;allgemeine Hochschulreife
304;4022;3;allgemeine Hochschulreife
209;4022;3;allgemeine Hochschulreife
1271;4023;3;allgemeine Hochschulreife
1317;4023;;allgemeine Hochschulreife
78;4024;2;allgemeine Hochschulreife
299;4026;3;allgemeine Hochschulreife
1638;4023;2;allgemeine Hochschulreife
1522;4023;1;allgemeine Hochschulreife
2556;4024;3;allgemeine Hochschulreife
1416;4026;3;allgemeine Hochschulreife
429;4025;2;allgemeine Hochschulreife
16;4025;2;allgemeine Hochschulreife
2111;4025;2;allgemeine Hochschulreife
604;4025;3;allgemeine Hochschulreife
1375;4021;2;allgemeine Hochschulreife
278;4021;2;allgemeine Hochschulreife
97;4022;3;allgemeine Hochschulreife
310;4022;3;allgemeine Hochschulreife
2046;4022;2;allgemeine Hochschulreife
772;4022;3;allgemeine Hochschulreife
1922;4022;3;allgemeine Hochschulreife
902;4022;3;allgemeine Hochschulreife
1548;4022;3;allgemeine Hochschulreife
529;4022;3;allgemeine Hochschulreife
1985;4022;3;allgemeine Hochschulreife
628;4022;3;allgemeine Hochschulreife
469;4022;3;allgemeine Hochschulreife
2335;4022;3;allgemeine Hochschulreife
1313;4022;3;allgemeine Hochschulreife
1436;4022;3;allgemeine Hochschulreife
849;4023;2;allgemeine Hochschulreife
911;4023;2;allgemeine Hochschulreife
2167;4023;3;allgemeine Hochschulreife
1068;4024;3;allgemeine Hochschulreife
731;4027;2;allgemeine Hochschulreife
1864;4027;2;allgemeine Hochschulreife
2160;4027;2;allgemeine Hochschulreife
446;4027;3;allgemeine Hochschulreife
7;4027;3;allgemeine Hochschulreife
2506;4027;3;allgemeine Hochschulreife
414;4027;2;allgemeine Hochschulreife
147;4027;3;allgemeine Hochschulreife
2103;4024;3;allgemeine Hochschulreife
73;4024;2;allgemeine Hochschulreife
2447;4024;3;allgemeine Hochschulreife
837;4024;2;allgemeine Hochschulreife
1276;4024;3;allgemeine Hochschulreife
1620;4024;2;allgemeine Hochschulreife
300;4024;3;allgemeine Hochschulreife
2117;4026;2;allgemeine Hochschulreife
788;4025;3;allgemeine Hochschulreife
344;4025;3;allgemeine Hochschulreife
136;4025;2;allgemeine Hochschulreife
2057;4025;2;allgemeine Hochschulreife
1895;4017;3;allgemeine Hochschulreife
1019;4017;;allgemeine Hochschulreife
1670;4017;3;allgemeine Hochschulreife
409;4018;2;allgemeine Hochschulreife
2742;4018;2;allgemeine Hochschulreife
0;4018;3;allgemeine Hochschulreife
1830;4018;3;allgemeine Hochschulreife
595;4018;4;allgemeine Hochschulreife
2360;4018;2;allgemeine Hochschulreife
2368;4018;2;allgemeine Hochschulreife
1631;4018;3;allgemeine Hochschulreife
2138;4018;3;allgemeine Hochschulreife
1484;4018;2;allgemeine Hochschulreife
2337;4018;3;allgemeine Hochschulreife
899;4021;2;allgemeine Hochschulreife
1843;4019;2;allgemeine Hochschulreife
2397;4019;3;allgemeine Hochschulreife
942;4019;2;allgemeine Hochschulreife
2582;4019;3;allgemeine Hochschulreife
2261;4019;4;allgemeine Hochschulreife
933;4019;3;allgemeine Hochschulreife
1867;4019;3;allgemeine Hochschulreife
2395;4019;2;allgemeine Hochschulreife
2408;4019;2;allgemeine Hochschulreife
1337;4019;3;allgemeine Hochschulreife
1245;4027;4;allgemeine Hochschulreife
437;4027;3;allgemeine Hochschulreife
596;4028;3;allgemeine Hochschulreife
2731;4028;4;allgemeine Hochschulreife
2380;4028;3;allgemeine Hochschulreife
2380;4030;3;allgemeine Hochschulreife
708;4028;3;allgemeine Hochschulreife
34;4029;2;allgemeine Hochschulreife
2243;4029;3;allgemeine Hochschulreife
835;4029;1;allgemeine Hochschulreife
2116;4029;3;allgemeine Hochschulreife
1582;4029;3;allgemeine Hochschulreife
386;4029;3;allgemeine Hochschulreife
980;4030;3;allgemeine Hochschulreife
1869;4029;3;allgemeine Hochschulreife
1763;4029;3;allgemeine Hochschulreife
107;4029;2;allgemeine Hochschulreife
672;4029;2;allgemeine Hochschulreife
114;4030;3;allgemeine Hochschulreife
1572;4030;3;allgemeine Hochschulreife
1814;4030;2;allgemeine Hochschulreife
1609;4030;2;allgemeine Hochschulreife
1619;4030;2;allgemeine Hochschulreife
1782;4030;2;allgemeine Hochschulreife
619;4023;2;allgemeine Hochschulreife
21;4027;2;allgemeine Hochschulreife
1472;4024;3;Fachhochschulreife
799;4024;3;allgemeine Hochschulreife
204;4024;2;allgemeine Hochschulreife
1577;4024;4;allgemeine Hochschulreife
748;4024;3;allgemeine Hochschulreife
2583;4024;2;allgemeine Hochschulreife
1090;4024;4;allgemeine Hochschulreife
693;4024;3;allgemeine Hochschulreife
1898;4024;3;allgemeine Hochschulreife
546;4024;3;allgemeine Hochschulreife
2589;4024;3;allgemeine Hochschulreife
2483;4026;3;allgemeine Hochschulreife
1347;4025;2;allgemeine Hochschulreife
2674;4025;2;allgemeine Hochschulreife
1860;4025;2;allgemeine Hochschulreife
1505;4025;2;allgemeine Hochschulreife
2385;4025;2;allgemeine Hochschulreife
333;4026;3;allgemeine Hochschulreife
798;4025;2;allgemeine Hochschulreife
1761;4025;3;allgemeine Hochschulreife
699;4025;3;allgemeine Hochschulreife
347;4025;3;allgemeine Hochschulreife
770;4025;2;allgemeine Hochschulreife
214;4025;2;allgemeine Hochschulreife
2325;4026;2;allgemeine Hochschulreife
1963;4026;2;allgemeine Hochschulreife
2076;4026;2;allgemeine Hochschulreife
1752;4025;2;allgemeine Hochschulreife
2206;4025;2;allgemeine Hochschulreife
2619;4025;3;allgemeine Hochschulreife
1;4026;3;allgemeine Hochschulreife
2393;4026;3;allgemeine Hochschulreife
1471;4026;3;allgemeine Hochschulreife
184;4026;3;allgemeine Hochschulreife
201;4026;3;allgemeine Hochschulreife
1216;4026;3;allgemeine Hochschulreife
1405;4026;2;allgemeine Hochschulreife
1606;4026;3;allgemeine Hochschulreife
2522;4026;4;allgemeine Hochschulreife
2555;4026;3;allgemeine Hochschulreife
2221;4026;3;allgemeine Hochschulreife
464;4026;2;allgemeine Hochschulreife
1636;4026;3;allgemeine Hochschulreife
2202;4026;2;allgemeine Hochschulreife
2197;4026;2;allgemeine Hochschulreife
1007;4026;2;allgemeine Hochschulreife
1811;4026;3;allgemeine Hochschulreife
1355;4026;2;Fachhochschulreife
908;4027;3;allgemeine Hochschulreife
1407;4027;3;allgemeine Hochschulreife
2735;4027;2;allgemeine Hochschulreife
2351;4028;3;allgemeine Hochschulreife
2598;4028;3;allgemeine Hochschulreife
1553;4028;3;allgemeine Hochschulreife
2423;4028;3;allgemeine Hochschulreife
1652;4029;;allgemeine Hochschulreife
1051;4029;3;allgemeine Hochschulreife
46;4029;3;allgemeine Hochschulreife
1476;4019;2;allgemeine Hochschulreife
977;4019;3;allgemeine Hochschulreife
1296;4019;1;allgemeine Hochschulreife
2519;4020;;allgemeine Hochschulreife
930;4020;2;allgemeine Hochschulreife
999;4020;3;allgemeine Hochschulreife
79;4021;3;allgemeine Hochschulreife
1040;4021;2;allgemeine Hochschulreife
611;4021;2;allgemeine Hochschulreife
801;4021;2;allgemeine Hochschulreife
1367;4021;2;allgemeine Hochschulreife
1740;4021;2;allgemeine Hochschulreife
2439;4021;2;allgemeine Hochschulreife
2517;4021;2;Fachhochschulreife
1913;4021;2;allgemeine Hochschulreife
1206;4021;3;allgemeine Hochschulreife
3;4031;2;allgemeine Hochschulreife
2031;4031;3;allgemeine Hochschulreife
2591;4031;3;allgemeine Hochschulreife
1182;4034;2;allgemeine Hochschulreife
2060;4034;;allgemeine Hochschulreife
2343;4034;2;allgemeine Hochschulreife
401;4034;3;allgemeine Hochschulreife
1887;4034;3;allgemeine Hochschulreife
1034;4034;4;allgemeine Hochschulreife
1674;4034;3;allgemeine Hochschulreife
1850;4034;3;allgemeine Hochschulreife
1775;4034;3;allgemeine Hochschulreife
2239;4034;3;allgemeine Hochschulreife
2636;4034;3;allgemeine Hochschulreife
2021;4034;2;allgemeine Hochschulreife
461;4034;3;allgemeine Hochschulreife
1832;4031;3;allgemeine Hochschulreife
1027;4031;3;allgemeine Hochschulreife
571;4031;2;allgemeine Hochschulreife
1671;4031;2;allgemeine Hochschulreife
8;4032;4;allgemeine Hochschulreife
2174;4032;2;allgemeine Hochschulreife
846;4032;4;allgemeine Hochschulreife
2443;4032;3;allgemeine Hochschulreife
2331;4032;3;allgemeine Hochschulreife
1518;4032;2;allgemeine Hochschulreife
2038;4026;2;allgemeine Hochschulreife
920;4026;3;allgemeine Hochschulreife
1588;4026;3;allgemeine Hochschulreife
1496;4026;2;allgemeine Hochschulreife
1035;4026;3;allgemeine Hochschulreife
330;4026;3;allgemeine Hochschulreife
457;4026;2;allgemeine Hochschulreife
2200;4026;2;allgemeine Hochschulreife
1901;4026;4;allgemeine Hochschulreife
2701;4026;2;allgemeine Hochschulreife
1314;4026;3;allgemeine Hochschulreife
2133;4026;4;allgemeine Hochschulreife
48;4026;2;allgemeine Hochschulreife
567;4026;2;allgemeine Hochschulreife
871;4026;3;allgemeine Hochschulreife
1911;4026;2;allgemeine Hochschulreife
2704;4026;2;allgemeine Hochschulreife
976;4026;3;allgemeine Hochschulreife
203;4026;3;allgemeine Hochschulreife
1714;4026;4;fachgebundene Hochschulreife
2580;4027;4;allgemeine Hochschulreife
605;4027;2;allgemeine Hochschulreife
2494;4027;3;allgemeine Hochschulreife
819;4027;2;allgemeine Hochschulreife
755;4027;3;allgemeine Hochschulreife
897;4028;3;allgemeine Hochschulreife
685;4028;3;allgemeine Hochschulreife
2208;4028;3;allgemeine Hochschulreife
1868;4029;2;allgemeine Hochschulreife
2451;4029;2;allgemeine Hochschulreife
2171;4029;3;allgemeine Hochschulreife
735;4029;2;allgemeine Hochschulreife
785;4029;3;allgemeine Hochschulreife
2226;4029;2;allgemeine Hochschulreife
1607;4029;3;allgemeine Hochschulreife
1452;4029;3;allgemeine Hochschulreife
765;4029;3;allgemeine Hochschulreife
979;4029;2;allgemeine Hochschulreife
1559;4029;3;allgemeine Hochschulreife
2051;4029;3;allgemeine Hochschulreife
2409;4029;3;allgemeine Hochschulreife
1697;4029;3;allgemeine Hochschulreife
550;4030;3;allgemeine Hochschulreife
647;4030;3;allgemeine Hochschulreife
2425;4030;3;allgemeine Hochschulreife
1482;4030;3;allgemeine Hochschulreife
2232;4030;4;allgemeine Hochschulreife
1187;4030;3;allgemeine Hochschulreife
518;4031;3;allgemeine Hochschulreife
1149;4031;3;allgemeine Hochschulreife
865;4031;4;allgemeine Hochschulreife
375;4031;3;allgemeine Hochschulreife
2716;4031;4;allgemeine Hochschulreife
24;4028;2;allgemeine Hochschulreife
1772;4028;3;allgemeine Hochschulreife
983;4028;3;allgemeine Hochschulreife
1447;4028;3;allgemeine Hochschulreife
2303;4028;2;allgemeine Hochschulreife
2112;4028;3;allgemeine Hochschulreife
1495;4028;3;allgemeine Hochschulreife
454;4030;4;allgemeine Hochschulreife
867;4030;3;allgemeine Hochschulreife
10;4030;4;allgemeine Hochschulreife
1249;4030;3;allgemeine Hochschulreife
1808;4031;3;allgemeine Hochschulreife
1378;4031;3;allgemeine Hochschulreife
905;4031;3;allgemeine Hochschulreife
2585;4031;2;allgemeine Hochschulreife
1948;4031;2;allgemeine Hochschulreife
653;4034;2;allgemeine Hochschulreife
2485;4034;3;Fachhochschulreife
2159;4028;3;allgemeine Hochschulreife
2066;4028;3;allgemeine Hochschulreife
2421;4028;3;allgemeine Hochschulreife
65;4028;3;allgemeine Hochschulreife
2098;4028;2;allgemeine Hochschulreife
2665;4028;3;allgemeine Hochschulreife
538;4028;3;allgemeine Hochschulreife
808;4034;3;allgemeine Hochschulreife
2611;4034;3;allgemeine Hochschulreife
2446;4034;2;allgemeine Hochschulreife
736;4034;3;allgemeine Hochschulreife
2475;4021;2;allgemeine Hochschulreife
988;4021;4;allgemeine Hochschulreife
348;4021;3;allgemeine Hochschulreife
383;4022;3;allgemeine Hochschulreife
964;4022;3;allgemeine Hochschulreife
1950;4022;3;allgemeine Hochschulreife
2064;4022;3;allgemeine Hochschulreife
2163;4022;3;allgemeine Hochschulreife
1214;4022;3;allgemeine Hochschulreife
723;4022;3;allgemeine Hochschulreife
1374;4022;3;allgemeine Hochschulreife
393;4022;2;allgemeine Hochschulreife
195;4022;3;allgemeine Hochschulreife
368;4022;3;allgemeine Hochschulreife
1052;4022;3;allgemeine Hochschulreife
1815;4022;3;allgemeine Hochschulreife
1785;4022;3;allgemeine Hochschulreife
2234;4022;3;allgemeine Hochschulreife
1907;4022;3;allgemeine Hochschulreife
1690;4023;2;allgemeine Hochschulreife
1513;4028;2;allgemeine Hochschulreife
1391;4028;3;allgemeine Hochschulreife
1207;4028;2;allgemeine Hochschulreife
1925;4028;3;allgemeine Hochschulreife
2545;4034;3;allgemeine Hochschulreife
1753;4034;3;allgemeine Hochschulreife
2100;4034;3;allgemeine Hochschulreife
2733;4034;2;allgemeine Hochschulreife
1179;4034;3;allgemeine Hochschulreife
1730;4034;4;allgemeine Hochschulreife
274;4034;3;allgemeine Hochschulreife
1547;4034;4;allgemeine Hochschulreife
2542;4034;3;allgemeine Hochschulreife
1983;4032;3;allgemeine Hochschulreife
307;4032;;Studiengenehmigung (ohne Hochschulreife)
1409;4032;2;allgemeine Hochschulreife
322;4036;3;allgemeine Hochschulreife
2235;4036;3;allgemeine Hochschulreife
1778;4036;3;allgemeine Hochschulreife
268;4036;2;allgemeine Hochschulreife
1741;4036;3;allgemeine Hochschulreife
1766;4035;2;allgemeine Hochschulreife
643;4034;2;allgemeine Hochschulreife
783;4034;2;allgemeine Hochschulreife
971;4031;3;allgemeine Hochschulreife
2633;4031;3;allgemeine Hochschulreife
1259;4031;3;allgemeine Hochschulreife
2306;4032;2;allgemeine Hochschulreife
956;4032;3;allgemeine Hochschulreife
2352;4032;3;allgemeine Hochschulreife
1009;4032;4;allgemeine Hochschulreife
1626;4032;;allgemeine Hochschulreife
2113;4032;3;allgemeine Hochschulreife
1419;4033;3;allgemeine Hochschulreife
2178;4032;4;allgemeine Hochschulreife
2452;4036;3;allgemeine Hochschulreife
555;4036;3;allgemeine Hochschulreife
349;4036;3;allgemeine Hochschulreife
1008;4036;3;Fachhochschulreife
2400;4036;3;allgemeine Hochschulreife
2564;4036;2;Fachhochschulreife
2273;4036;3;allgemeine Hochschulreife
1274;4035;2;allgemeine Hochschulreife
2144;4035;3;Studiengenehmigung (ohne Hochschulreife)
2085;4035;2;allgemeine Hochschulreife
1634;4035;1;allgemeine Hochschulreife
1230;4035;2;allgemeine Hochschulreife
2318;4035;2;allgemeine Hochschulreife
532;4035;2;allgemeine Hochschulreife
215;4035;2;allgemeine Hochschulreife
2411;4035;2;allgemeine Hochschulreife
2693;4035;3;allgemeine Hochschulreife
2090;4035;2;allgemeine Hochschulreife
1625;4036;3;allgemeine Hochschulreife
1965;4036;3;allgemeine Hochschulreife
1115;4036;3;allgemeine Hochschulreife
1653;4036;3;allgemeine Hochschulreife
1224;4036;3;allgemeine Hochschulreife
2426;4033;2;allgemeine Hochschulreife
2146;4033;2;allgemeine Hochschulreife
1316;4035;2;allgemeine Hochschulreife
1223;4035;2;allgemeine Hochschulreife
1804;4035;3;allgemeine Hochschulreife
336;4035;3;allgemeine Hochschulreife
1677;4036;2;allgemeine Hochschulreife
1915;4036;3;allgemeine Hochschulreife
974;4036;4;allgemeine Hochschulreife
1731;4036;3;allgemeine Hochschulreife
1114;4036;2;allgemeine Hochschulreife
713;4033;2;allgemeine Hochschulreife
2525;4033;2;allgemeine Hochschulreife
438;4033;2;allgemeine Hochschulreife
2356;4033;2;allgemeine Hochschulreife
924;4033;3;Fachhochschulreife
963;4033;2;allgemeine Hochschulreife
2018;4030;3;allgemeine Hochschulreife
1721;4027;3;allgemeine Hochschulreife
912;4027;3;allgemeine Hochschulreife
285;4027;2;allgemeine Hochschulreife
815;4028;3;allgemeine Hochschulreife
1992;4027;2;allgemeine Hochschulreife
67;4024;3;allgemeine Hochschulreife
881;4024;3;allgemeine Hochschulreife
418;4024;3;allgemeine Hochschulreife
1329;4024;3;allgemeine Hochschulreife
362;4024;3;allgemeine Hochschulreife
2383;4024;3;allgemeine Hochschulreife
1095;4024;4;allgemeine Hochschulreife
959;4029;2;allgemeine Hochschulreife
2726;4024;3;allgemeine Hochschulreife
1800;4024;3;allgemeine Hochschulreife
543;4024;3;allgemeine Hochschulreife
66;4025;3;allgemeine Hochschulreife
2333;4025;3;allgemeine Hochschulreife
1929;4025;3;allgemeine Hochschulreife
1256;4025;2;allgemeine Hochschulreife
2712;4025;3;allgemeine Hochschulreife
1583;4025;2;allgemeine Hochschulreife
1809;4026;3;allgemeine Hochschulreife
1719;4025;2;allgemeine Hochschulreife
1050;4026;2;allgemeine Hochschulreife
2295;4026;4;allgemeine Hochschulreife
2398;4026;1;allgemeine Hochschulreife
745;4026;3;allgemeine Hochschulreife
1612;4026;3;allgemeine Hochschulreife
1685;4026;4;allgemeine Hochschulreife
1396;4033;2;allgemeine Hochschulreife
137;4033;2;allgemeine Hochschulreife
779;4033;2;allgemeine Hochschulreife
1543;4033;2;allgemeine Hochschulreife
1474;4033;2;allgemeine Hochschulreife
1765;4026;3;allgemeine Hochschulreife
2562;4026;3;allgemeine Hochschulreife
1168;4026;3;allgemeine Hochschulreife
2053;4026;3;allgemeine Hochschulreife
2345;4026;3;allgemeine Hochschulreife
2498;4026;3;allgemeine Hochschulreife
1196;4026;4;allgemeine Hochschulreife
2610;4026;3;allgemeine Hochschulreife
2120;4026;3;allgemeine Hochschulreife
270;4026;3;allgemeine Hochschulreife
1147;4027;3;allgemeine Hochschulreife
1648;4027;2;allgemeine Hochschulreife
2628;4029;2;allgemeine Hochschulreife
1119;4028;2;allgemeine Hochschulreife
165;4028;3;allgemeine Hochschulreife
2145;4028;3;allgemeine Hochschulreife
927;4028;3;allgemeine Hochschulreife
283;4028;3;allgemeine Hochschulreife
528;4029;2;allgemeine Hochschulreife
970;4029;2;allgemeine Hochschulreife
1406;4029;2;allgemeine Hochschulreife
1991;4029;4;allgemeine Hochschulreife
2440;4029;3;allgemeine Hochschulreife
1777;4029;3;allgemeine Hochschulreife
1570;4029;2;allgemeine Hochschulreife
859;4029;2;allgemeine Hochschulreife
1994;4029;3;allgemeine Hochschulreife
2369;4030;2;allgemeine Hochschulreife
2332;4029;4;allgemeine Hochschulreife
371;4029;2;allgemeine Hochschulreife
2722;4030;3;allgemeine Hochschulreife
2396;4030;1;Studiengenehmigung (ohne Hochschulreife)
2739;4030;3;allgemeine Hochschulreife
2656;4030;3;allgemeine Hochschulreife
737;4030;2;allgemeine Hochschulreife
158;4030;3;allgemeine Hochschulreife
208;4030;3;allgemeine Hochschulreife
2514;4030;1;Studiengenehmigung (ohne Hochschulreife)
2472;4030;3;allgemeine Hochschulreife
2009;4030;2;allgemeine Hochschulreife
1703;4031;3;allgemeine Hochschulreife
670;4031;3;allgemeine Hochschulreife
2210;4031;3;allgemeine Hochschulreife
1529;4028;2;allgemeine Hochschulreife
945;4028;3;allgemeine Hochschulreife
1087;4028;3;allgemeine Hochschulreife
1930;4028;3;allgemeine Hochschulreife
2492;4028;3;allgemeine Hochschulreife
426;4028;3;allgemeine Hochschulreife
1762;4028;3;allgemeine Hochschulreife
2624;4028;4;allgemeine Hochschulreife
884;4028;3;allgemeine Hochschulreife
1227;4028;3;allgemeine Hochschulreife
813;4028;2;allgemeine Hochschulreife
2308;4028;4;allgemeine Hochschulreife
1858;4028;3;allgemeine Hochschulreife
366;4034;2;allgemeine Hochschulreife
74;4034;;allgemeine Hochschulreife
207;4034;2;allgemeine Hochschulreife
1975;4034;2;allgemeine Hochschulreife
2194;4034;3;allgemeine Hochschulreife
1161;4034;3;allgemeine Hochschulreife
2183;4034;3;allgemeine Hochschulreife
2617;4034;;allgemeine Hochschulreife
582;4031;3;allgemeine Hochschulreife
1195;4032;3;allgemeine Hochschulreife
1302;4032;2;allgemeine Hochschulreife
173;4032;2;allgemeine Hochschulreife
1386;4032;2;allgemeine Hochschulreife
2049;4032;2;allgemeine Hochschulreife
2467;4032;4;allgemeine Hochschulreife
1164;4032;3;allgemeine Hochschulreife
1273;4032;2;allgemeine Hochschulreife
1700;4032;1;allgemeine Hochschulreife
379;4033;2;allgemeine Hochschulreife
2061;4033;1;allgemeine Hochschulreife
252;4036;2;allgemeine Hochschulreife
1807;4036;2;allgemeine Hochschulreife
1627;4036;3;allgemeine Hochschulreife
2249;4036;3;Fachhochschulreife
1525;4036;3;allgemeine Hochschulreife
507;4036;3;Fachhochschulreife
1410;4036;4;allgemeine Hochschulreife
2075;4036;3;Fachhochschulreife
1063;4035;2;allgemeine Hochschulreife
1562;4035;3;allgemeine Hochschulreife
205;4035;2;allgemeine Hochschulreife
1099;4035;3;allgemeine Hochschulreife
2213;4035;2;allgemeine Hochschulreife
1622;4036;2;allgemeine Hochschulreife
2442;4036;2;allgemeine Hochschulreife
2720;4036;3;allgemeine Hochschulreife
1109;4033;2;allgemeine Hochschulreife
2033;4033;2;allgemeine Hochschulreife
1006;4033;2;allgemeine Hochschulreife
1932;4033;2;allgemeine Hochschulreife
2032;4033;3;allgemeine Hochschulreife
1158;4033;2;allgemeine Hochschulreife
427;4033;2;allgemeine Hochschulreife
716;4033;2;allgemeine Hochschulreife
2577;4032;3;allgemeine Hochschulreife
80;4032;1;allgemeine Hochschulreife
2402;4032;3;allgemeine Hochschulreife
2468;4033;2;allgemeine Hochschulreife
428;4035;2;allgemeine Hochschulreife
152;4035;3;allgemeine Hochschulreife
267;4035;2;allgemeine Hochschulreife
2587;4036;2;allgemeine Hochschulreife
1882;4036;1;allgemeine Hochschulreife
1971;4036;3;allgemeine Hochschulreife
1789;4036;3;allgemeine Hochschulreife
732;4036;2;allgemeine Hochschulreife
1942;4036;3;allgemeine Hochschulreife
674;4036;3;allgemeine Hochschulreife
318;4036;3;allgemeine Hochschulreife
2378;4036;2;allgemeine Hochschulreife
1824;4035;0;Studiengenehmigung (ohne Hochschulreife)
1465;4035;2;allgemeine Hochschulreife
2694;4035;3;allgemeine Hochschulreife
1004;4035;2;allgemeine Hochschulreife
1751;4035;2;allgemeine Hochschulreife
1735;4035;3;allgemeine Hochschulreife
1872;4035;2;allgemeine Hochschulreife
513;4033;2;allgemeine Hochschulreife
131;4033;2;allgemeine Hochschulreife
1200;4033;3;allgemeine Hochschulreife
2671;4033;2;allgemeine Hochschulreife
485;4033;2;allgemeine Hochschulreife
1686;4031;3;allgemeine Hochschulreife
612;4032;2;allgemeine Hochschulreife
134;4031;3;allgemeine Hochschulreife
1795;4031;2;allgemeine Hochschulreife
1265;4031;3;allgemeine Hochschulreife
1470;4031;3;allgemeine Hochschulreife
752;4031;3;allgemeine Hochschulreife
494;4031;2;allgemeine Hochschulreife
2593;4011;2;allgemeine Hochschulreife
168;4011;2;allgemeine Hochschulreife
102;4011;3;allgemeine Hochschulreife
1335;4011;3;allgemeine Hochschulreife
564;4011;2;allgemeine Hochschulreife
556;4035;2;allgemeine Hochschulreife
259;4013;3;allgemeine Hochschulreife
1248;4013;4;allgemeine Hochschulreife
1645;4013;3;allgemeine Hochschulreife
1210;4013;2;allgemeine Hochschulreife
1743;4013;2;allgemeine Hochschulreife
627;4013;3;allgemeine Hochschulreife
2223;4013;2;allgemeine Hochschulreife
1383;4013;2;allgemeine Hochschulreife
397;4013;2;allgemeine Hochschulreife
88;4013;3;allgemeine Hochschulreife
2549;4013;4;allgemeine Hochschulreife
2366;4013;2;allgemeine Hochschulreife
1725;4013;3;allgemeine Hochschulreife
2034;4015;2;allgemeine Hochschulreife
2319;4013;2;allgemeine Hochschulreife
2626;4013;4;allgemeine Hochschulreife
1459;4013;3;allgemeine Hochschulreife
2507;4014;3;allgemeine Hochschulreife
2244;4014;3;allgemeine Hochschulreife
1394;4014;3;allgemeine Hochschulreife
1679;4014;3;allgemeine Hochschulreife
2641;4014;3;allgemeine Hochschulreife
1429;4014;3;allgemeine Hochschulreife
1023;4014;3;allgemeine Hochschulreife
169;4014;;allgemeine Hochschulreife
682;4015;2;allgemeine Hochschulreife
2487;4015;2;allgemeine Hochschulreife
1937;4016;3;allgemeine Hochschulreife
1754;4016;3;allgemeine Hochschulreife
2413;4016;3;allgemeine Hochschulreife
1840;4016;3;allgemeine Hochschulreife
1030;4016;3;allgemeine Hochschulreife
721;4016;3;allgemeine Hochschulreife
443;4016;3;allgemeine Hochschulreife
1738;4016;;allgemeine Hochschulreife
756;4016;3;allgemeine Hochschulreife
382;4016;3;allgemeine Hochschulreife
864;4016;3;allgemeine Hochschulreife
638;4016;3;allgemeine Hochschulreife
1842;4016;3;allgemeine Hochschulreife
1822;4016;4;allgemeine Hochschulreife
2710;4020;2;allgemeine Hochschulreife
359;4017;2;allgemeine Hochschulreife
1360;4017;2;allgemeine Hochschulreife
2600;4018;2;allgemeine Hochschulreife
235;4017;2;allgemeine Hochschulreife
2317;4017;3;allgemeine Hochschulreife
1438;4017;3;allgemeine Hochschulreife
2181;4017;4;allgemeine Hochschulreife
1797;4017;2;allgemeine Hochschulreife
1001;4018;3;allgemeine Hochschulreife
504;4018;3;allgemeine Hochschulreife
128;4019;2;allgemeine Hochschulreife
1503;4019;2;allgemeine Hochschulreife
2703;4019;2;allgemeine Hochschulreife
2458;4021;3;allgemeine Hochschulreife
738;4020;2;allgemeine Hochschulreife
77;4020;2;allgemeine Hochschulreife
1573;4020;3;allgemeine Hochschulreife
1980;4020;3;allgemeine Hochschulreife
758;4020;3;allgemeine Hochschulreife
1469;4020;3;allgemeine Hochschulreife
1716;4021;2;allgemeine Hochschulreife
231;4021;3;allgemeine Hochschulreife
1863;4021;1;allgemeine Hochschulreife
216;4021;2;allgemeine Hochschulreife
1263;4021;2;allgemeine Hochschulreife
139;4021;2;allgemeine Hochschulreife
728;4024;2;allgemeine Hochschulreife
2081;4023;3;allgemeine Hochschulreife
354;4023;2;allgemeine Hochschulreife
1150;4023;3;allgemeine Hochschulreife
2724;4023;2;allgemeine Hochschulreife
385;4023;2;allgemeine Hochschulreife
350;4023;2;allgemeine Hochschulreife
2680;4023;3;allgemeine Hochschulreife
1986;4023;2;allgemeine Hochschulreife
1138;4024;3;allgemeine Hochschulreife
1422;4024;2;allgemeine Hochschulreife
1306;4024;3;allgemeine Hochschulreife
1010;4024;3;allgemeine Hochschulreife
2597;4024;3;allgemeine Hochschulreife
1589;4024;3;allgemeine Hochschulreife
836;4024;2;allgemeine Hochschulreife
2574;4025;2;allgemeine Hochschulreife
1162;4025;2;allgemeine Hochschulreife
2277;4025;3;allgemeine Hochschulreife
579;4025;3;allgemeine Hochschulreife
1957;4025;3;allgemeine Hochschulreife
2461;4027;3;allgemeine Hochschulreife
1088;4027;2;allgemeine Hochschulreife
218;4027;2;allgemeine Hochschulreife
28;4027;1;allgemeine Hochschulreife
2013;4027;2;allgemeine Hochschulreife
591;4027;2;allgemeine Hochschulreife
132;4024;2;allgemeine Hochschulreife
1655;4024;2;allgemeine Hochschulreife
81;4024;2;allgemeine Hochschulreife
1569;4027;2;allgemeine Hochschulreife
2141;4027;4;allgemeine Hochschulreife
2215;4027;2;allgemeine Hochschulreife
1977;4027;3;allgemeine Hochschulreife
2228;4027;2;allgemeine Hochschulreife
2367;4027;2;allgemeine Hochschulreife
2296;4028;4;allgemeine Hochschulreife
2625;4028;3;allgemeine Hochschulreife
118;4028;2;allgemeine Hochschulreife
1509;4029;2;allgemeine Hochschulreife
305;4029;2;allgemeine Hochschulreife
491;4029;1;allgemeine Hochschulreife
633;4029;3;allgemeine Hochschulreife
2110;4029;2;allgemeine Hochschulreife
1441;4030;1;Fachhochschulreife
