1969;4022;2
112;4022;2
2149;4021;2
1428;4021;2
2122;4020;2
2341;4023;2
2480;4022;2
1914;4029;2
138;4022;2
1997;4022;2
2579;4020;2
2012;4020;2
1142;4023;2
782;4021;2
586;4026;2
1837;4021;1
1585;4021;2
1012;4021;2
839;4028;2
1301;4020;2
1866;4021;2
1425;3901;3
679;4018;2
664;4023;2
1688;4019;2
2316;4019;2
882;4021;2
1841;4022;2
1111;4019;2
1684;4020;1
682;4021;3
613;4027;3
1148;4025;2
1076;4025;2
1128;4027;2
465;4025;2
1507;4022;2
625;4023;2
1937;4028;2
1604;4026;2
1779;4021;2
1754;4028;2
2621;4021;2
1267;4021;2
2413;4021;3
342;4023;2
2266;4021;1
1805;4022;2
1030;4026;2
1423;4023;2
1021;4022;2
2700;4023;2
382;4024;2
1123;4021;2
1704;4022;2
2518;4022;1
146;4021;2
1169;4022;2
542;4023;2
638;4024;3
1264;4023;2
1842;4022;2
2527;4024;2
1822;4021;2
2734;4021;2
2710;4025;2
1878;4022;2
1294;4031;3
741;4022;2
2727;4023;2
904;4025;2
359;4024;2
1360;4023;2
1201;4025;3
2217;4026;3
196;4023;2
1895;4026;2
108;4022;2
2233;4022;2
639;4023;2
100;4032;2
1759;4023;2
2554;4025;2
1521;4027;2
2379;4027;2
2566;4027;3
1069;4023;2
1231;4022;2
2499;4029;2
2699;4022;2
1359;4026;2
1341;4023;2
2008;4024;2
1941;4024;2
1892;4023;3
478;4022;2
337;4024;2
869;4026;2
85;4024;2
2089;4026;2
680;4023;2
1644;4022;2
1253;4024;2
1517;4022;2
958;4026;2
1828;4024;2
1218;4022;2
213;4022;2
1426;4024;2
325;4022;2
1333;4026;2
1025;4022;2
2448;4023;2
667;4022;2
1044;4022;1
346;4022;2
1549;4025;2
2600;4025;2
2471;4024;3
2317;4023;2
1189;4023;2
1438;4024;2
887;4026;3
2181;4023;2
569;4022;2
1797;4022;2
2685;4021;2
160;4023;2
1404;4023;2
1001;4025;2
2664;4025;2
845;4024;2
1897;4025;3
1457;4025;2
2430;4024;2
1594;4030;2
2742;4023;2
221;4024;2
1498;4023;2
1408;4023;2
595;4025;2
1308;4023;1
2368;4024;2
1260;4024;2
1233;4027;2
1631;4024;2
1327;4024;2
2140;4023;2
2469;4024;2
2298;4025;2
323;4025;2
1506;4026;2
2074;4024;2
574;4023;2
1710;4023;2
1742;4023;2
1724;4027;3
1682;4023;1
1326;4029;2
226;4024;2
743;4025;2
1757;4023;1
480;4025;2
1912;4023;2
1130;4029;2
2265;4027;2
50;4023;2
2077;4025;2
899;4028;2
2180;4024;2
1770;4024;2
649;4026;2
1544;4024;2
1843;4024;2
2397;4025;3
942;4024;1
2101;4030;2
2582;4025;2
2254;4028;2
312;4024;2
933;4025;2
1184;4025;2
1225;4024;1
1145;4026;2
2629;4024;2
1236;4025;2
950;4026;2
298;4027;3
376;4025;1
2493;4025;2
1867;4025;2
847;4024;2
1910;4026;2
2395;4026;2
115;4024;1
2408;4027;2
720;4025;2
1337;4026;2
1026;4033;2
1476;4025;2
977;4024;2
509;4029;2
947;4024;2
2706;4025;1
1876;4032;2
1694;4024;1
768;4024;2
1633;4024;1
1926;4029;2
1468;4024;2
744;4028;2
2420;4025;1
2107;4024;2
962;4024;2
1311;4026;2
2042;4033;2
2575;4024;2
1296;4026;1
535;4025;2
117;4024;2
266;4034;2
2458;4026;2
1177;4027;2
2534;4027;2
2198;4025;2
1861;4026;2
2606;4026;2
2204;4025;2
62;4026;2
537;4026;1
1348;4029;2
2719;4028;2
1954;4026;2
1139;4029;2
1660;4026;2
1061;4028;2
56;4026;2
1906;4026;2
1031;4025;1
1029;4026;1
1574;4027;2
75;4028;2
620;4025;1
999;4026;2
730;4028;2
2479;4025;2
41;4028;2
238;4031;3
739;4025;2
77;4026;1
796;4026;1
2193;4026;2
1980;4030;2
2084;4026;2
324;4026;1
1228;4026;2
508;4027;3
1022;4025;2
1959;4029;2
915;4028;2
2187;4027;2
2170;4026;2
1834;4026;2
2175;4026;2
1040;4027;2
2670;4026;2
1166;4027;2
801;4026;1
1367;4026;2
1740;4026;2
1413;4026;2
412;4026;1
883;4026;1
2439;4027;2
2517;4026;3
1204;4026;2
1913;4027;2
1613;4029;2
997;4028;2
1206;4032;2
2123;4029;2
1917;4028;1
1716;4026;2
1557;4026;2
587;4026;1
1603;4029;3
231;4026;2
2618;4026;2
2350;4026;2
400;4028;2
143;4033;3
2602;4027;2
1863;4026;2
2139;4026;2
1568;4026;2
1516;4028;2
1263;4026;1
2082;4026;2
1664;4028;2
1486;4026;2
139;4031;2
2488;4027;1
1129;4032;2
1375;4027;2
824;4027;2
988;4032;3
1135;4028;2
189;4027;2
163;4029;3
370;4026;2
1065;4027;2
2528;4028;1
1909;4027;1
600;4027;2
1240;4028;2
473;4027;2
1492;4028;2
2376;4027;2
728;4030;2
341;4032;2
383;4027;2
530;4028;2
964;4029;3
843;4028;2
1950;4030;2
310;4030;2
2046;4028;2
772;4027;2
1922;4027;2
902;4034;3
1295;4025;3
1755;4028;2
723;4027;2
1374;4027;2
2717;4030;3
1100;4028;2
2096;4030;1
2059;4027;2
393;4028;2
1381;4027;2
1924;4026;2
529;4027;2
1985;4027;2
628;4030;2
2570;4028;2
1052;4027;1
2250;4028;2
1712;4027;1
2335;4029;2
334;4032;2
1785;4028;2
1460;4028;2
209;4032;2
2523;4028;2
1851;4030;3
122;4031;2
2401;4028;1
423;4031;2
1534;4034;2
1066;4028;2
913;4029;2
2150;4028;2
2218;4030;2
1439;4028;3
354;4028;2
1771;4028;2
1150;4030;2
1305;4028;1
1190;4028;2
2620;4033;2
951;4028;2
1393;4028;2
2669;4029;2
1494;4029;2
1823;4028;2
456;4028;2
18;4028;1
1592;4031;2
488;4028;2
319;4031;2
1934;4030;1
590;4029;2
251;4029;2
1744;4030;2
2310;4033;3
675;4035;3
1676;4031;2
617;4028;2
2128;4029;1
666;4028;1
1197;4030;2
851;4028;2
153;4033;2
2608;4034;3
1271;4028;2
2550;4032;2
965;4029;2
110;4029;2
2724;4028;2
568;4027;3
2465;4028;1
476;4032;2
1781;4030;2
1208;4029;2
2466;4030;2
1690;4028;1
911;4029;2
2326;4028;1
1819;4029;2
619;4032;2
1713;4030;2
78;4030;1
299;4032;3
1638;4029;2
1522;4029;1
1734;4032;1
566;4030;1
1255;4030;2
1138;4032;2
1541;4032;2
1422;4028;2
746;4033;2
1010;4030;2
2297;4031;2
2512;4030;2
982;4035;1
836;4029;2
130;4029;1
1162;4030;2
2692;4030;1
994;4032;2
1957;4031;3
106;4031;2
700;4033;2
2279;4033;2
855;4033;2
253;4035;2
717;4032;2
2013;4034;2
912;4033;2
91;4032;2
2160;4032;1
1968;4032;2
403;4035;3
21;4032;2
67;4035;3
881;4031;2
73;4032;2
362;4031;2
204;4028;2
1577;4029;1
2383;4030;2
748;4029;1
959;4031;2
615;4029;1
693;4029;2
2637;4030;3
543;4029;1
1276;4029;1
1620;4030;2
38;4029;1
1783;4035;2
1902;4033;2
1369;4030;2
498;4030;2
429;4032;2
1787;4031;2
486;4031;2
814;4030;2
2039;4035;3
1144;4034;2
16;4032;2
790;4032;2
1340;4030;2
1640;4033;2
2036;4031;2
2363;4032;2
1250;4033;2
2025;4032;2
676;4032;2
177;4031;1
2186;4033;2
1046;4031;2
405;4034;2
2041;4032;2
2674;4032;2
1860;4030;1
66;4031;2
788;4031;3
2333;4031;2
1256;4033;2
257;4034;3
347;4033;3
2057;4035;2
1583;4030;1
770;4035;2
1752;4030;2
2206;4032;2
1809;4034;2
1155;4032;2
1719;4029;3
1050;4032;2
2063;4032;2
1;4028;2
2076;4033;2
83;4031;2
1405;4034;3
1606;4032;2
1765;4034;2
1588;4033;2
2220;4032;1
330;4032;1
1159;4031;1
2200;4035;3
1901;4033;2
2555;4032;2
2502;4033;2
48;4032;2
464;4030;2
2274;4033;2
2197;4032;2
1007;4035;2
2497;4035;2
605;4033;2
2551;4030;2
1655;4030;2
129;4032;2
81;4030;1
573;4034;2
1085;4034;2
1229;4032;1
1082;4035;2
1270;4033;2
2228;4032;2
1238;4034;2
755;4032;2
2628;4035;2
2037;4033;1
2392;4033;1
1268;4035;2
1621;4034;2
2106;4033;1
2030;4033;2
1600;4032;1
1454;4034;2
580;4034;2
1896;4033;2
973;4035;2
236;4033;2
1119;4033;2
2351;4034;2
165;4035;2
2423;4034;2
24;4035;2
1087;4035;2
426;4035;3
641;4033;2
1447;4033;2
565;4035;2
1801;4033;2
2303;4034;2
1513;4033;2
813;4035;2
1391;4035;2
34;4034;1
408;4035;2
1412;4035;2
792;4035;1
1051;4034;2
46;4035;2
425;4034;1
1862;4035;3
1509;4034;2
2116;4035;2
1582;4034;1
503;4035;2
1165;4034;2
386;4034;2
2451;4035;2
2171;4034;2
2440;4034;1
785;4034;1
765;4035;2
36;4035;2
2226;4035;2
1280;4035;1
1222;4034;2
305;4035;1
2246;4034;1
572;4034;2
107;4035;2
1607;4034;2
35;4034;2
2051;4034;2
859;4034;2
490;4034;2
491;4034;1
991;4034;2
637;4035;2
672;4034;2
2722;4035;2
1769;4033;2
1015;4035;2
2744;4035;2
1344;4035;2
1609;4035;2
987;4035;2
1502;4034;2
2381;4035;1
1084;4035;2
1163;4034;2
