Student_id;Wechsel;Abbruch;Durchschnittsnote;EndNote
1167;0;1;2.83;0.00
1168;0;1;0.00;0.00
1169;0;0;1.95;1.98
1170;0;1;0.00;0.00
1171;0;1;2.15;0.00
1172;0;1;2.55;0.00
1173;0;0;2.10;0.00
1176;0;1;3.37;0.00
1177;1;0;2.35;2.18
1178;0;1;3.15;0.00
1179;0;0;0.00;0.00
1180;0;0;2.13;0.00
1181;0;1;2.47;0.00
1182;0;0;2.30;0.00
1183;0;0;1.99;0.00
1184;0;0;1.85;1.93
1186;0;0;2.90;0.00
1187;0;1;2.84;0.00
1188;0;0;2.50;2.25
1189;0;0;1.77;1.89
1190;0;0;1.75;1.88
1191;0;0;3.07;0.00
1192;0;1;2.58;0.00
1193;0;1;3.30;0.00
1195;0;0;1.89;0.00
1196;0;1;3.22;0.00
1197;0;0;2.33;2.17
1199;0;1;2.39;0.00
1200;0;1;3.30;0.00
1201;0;0;2.57;2.79
1203;0;1;3.30;0.00
1204;0;0;1.66;1.83
1205;0;1;0.00;0.00
1206;0;0;1.89;1.95
1207;0;1;0.00;0.00
1208;0;0;2.25;2.13
1209;0;1;2.01;0.00
1210;0;0;2.16;2.08
1211;0;1;2.28;0.00
1212;0;0;2.14;2.07
1213;0;1;2.72;0.00
1214;1;1;2.11;0.00
1215;0;1;3.30;0.00
1216;0;1;3.48;0.00
1218;0;0;2.21;2.11
1219;0;1;0.00;0.00
1220;0;0;1.72;0.00
1222;0;0;1.91;1.96
1223;0;0;2.43;0.00
1224;0;0;2.10;0.00
1225;0;0;1.44;1.22
1226;0;0;3.13;0.00
1227;0;1;3.40;0.00
1229;0;0;1.51;1.26
1230;0;0;2.75;0.00
1231;0;0;2.04;2.02
1233;0;0;2.07;2.04
1235;0;1;2.81;0.00
1236;0;0;1.74;1.87
1237;0;0;2.48;0.00
1238;0;0;2.06;2.03
1239;0;0;2.47;2.74
1240;0;0;2.04;2.02
1241;0;0;2.00;0.00
1242;0;1;0.00;0.00
1243;0;0;2.66;0.00
1244;0;1;2.44;0.00
1245;0;1;3.65;0.00
1248;0;0;2.88;2.94
1249;0;0;2.04;0.00
1250;0;0;2.08;2.04
1252;0;1;1.70;0.00
1253;0;0;2.02;2.01
1254;0;0;2.08;0.00
1255;0;0;2.43;2.22
1256;0;0;2.17;2.09
1258;0;1;2.23;0.00
1259;0;1;2.97;0.00
1260;0;0;2.22;2.11
1262;0;0;2.34;0.00
1263;0;0;1.57;1.29
1264;0;0;2.07;2.04
1265;0;0;2.59;0.00
1266;0;1;2.00;0.00
1267;0;0;1.63;1.82
1268;0;0;2.44;2.22
1269;0;0;3.10;0.00
1270;0;0;2.15;2.08
1271;0;0;2.36;2.18
1272;0;0;2.46;0.00
1273;0;0;2.06;0.00
1274;0;0;1.79;0.00
1275;0;0;1.77;0.00
1276;0;0;1.62;1.31
1277;0;0;2.54;0.00
1279;0;1;1.67;0.00
1280;0;0;1.59;1.30
1282;0;1;0.00;0.00
1283;0;1;3.30;0.00
1284;0;1;0.00;0.00
1285;0;1;3.01;0.00
1287;0;0;2.14;0.00
1288;0;0;1.97;0.00
1289;0;0;2.80;0.00
1294;0;0;2.96;2.98
1295;1;0;3.10;3.05
1296;0;0;1.55;1.28
1297;0;1;2.50;0.00
1299;0;1;0.00;0.00
1300;0;1;2.87;0.00
1301;0;0;1.98;1.99
1302;0;0;3.13;0.00
1303;0;1;1.90;0.00
1305;0;0;1.54;1.27
1306;0;1;2.87;0.00
1307;0;0;1.71;0.00
1308;0;0;1.55;1.28
1310;0;1;2.80;0.00
1311;0;0;2.20;2.10
1313;0;1;2.70;0.00
1314;0;1;2.31;0.00
1316;0;0;1.38;0.00
1317;0;1;2.10;0.00
1322;0;1;2.93;0.00
1323;0;1;0.00;0.00
1324;0;1;2.26;0.00
1325;0;1;3.30;0.00
1326;0;0;1.93;1.97
1327;0;0;2.16;2.08
1328;0;0;2.07;2.04
1329;0;1;0.00;0.00
1330;0;1;3.30;0.00
1332;0;0;3.15;0.00
1333;0;0;1.81;1.91
1334;0;1;3.30;0.00
1335;0;1;2.48;0.00
1336;0;1;2.30;0.00
1337;0;0;2.09;2.05
1338;0;0;1.85;1.93
1339;0;1;2.30;0.00
1340;0;0;1.94;1.97
1341;0;0;2.09;2.05
1342;0;0;2.80;0.00
1343;0;0;2.12;0.00
1344;0;0;1.97;1.99
1346;0;1;0.00;0.00
1347;0;0;2.45;0.00
1348;0;0;2.51;2.26
1349;0;0;2.58;0.00
1351;0;0;2.40;0.00
1352;0;1;2.30;0.00
1355;0;1;2.80;0.00
1358;0;1;4.00;0.00
1359;0;0;2.41;2.21
1360;0;0;2.18;2.09
1363;0;1;0.00;0.00
1364;0;1;2.30;0.00
1365;0;0;2.37;0.00
1367;0;0;1.80;1.90
1368;0;1;2.72;0.00
1369;0;0;1.93;1.97
1370;0;0;2.65;0.00
1371;0;0;1.91;1.96
1373;0;0;2.00;0.00
1374;0;0;1.91;1.96
1375;0;0;2.11;2.06
1377;0;0;1.51;1.26
1378;0;0;2.88;0.00
1379;0;1;2.13;0.00
1381;0;0;1.95;1.98
1382;0;1;0.00;0.00
1383;0;0;2.22;2.11
1384;0;1;3.30;0.00
1385;0;1;0.00;0.00
1386;0;0;1.98;0.00
1387;0;0;2.43;0.00
1388;0;0;2.40;0.00
1389;0;1;2.80;0.00
1390;0;1;3.65;0.00
1391;0;0;2.53;2.27
1392;0;1;2.92;0.00
1393;0;0;2.37;2.19
1394;0;0;2.13;2.07
1395;0;1;0.00;0.00
1396;0;0;2.31;0.00
1398;0;0;1.90;0.00
1401;0;1;0.00;0.00
1404;0;0;1.84;1.92
1405;0;0;2.78;2.89
1406;0;0;1.52;0.00
1407;0;1;0.00;0.00
1408;0;0;1.95;1.98
1409;0;1;1.92;0.00
1410;0;0;0.00;0.00
1412;0;0;2.05;2.03
1413;0;0;2.06;2.03
1414;0;0;2.40;2.20
1416;0;0;1.69;0.00
1419;0;0;2.41;0.00
1420;0;1;1.61;0.00
1421;0;0;1.39;0.00
1422;0;0;1.67;1.84
1423;0;0;1.93;1.97
1425;0;0;2.55;2.78
1426;0;0;2.22;2.11
1427;0;0;1.84;0.00
1428;0;0;2.23;2.12
1429;0;0;2.29;2.15
1430;0;1;2.85;0.00
1431;0;1;1.70;0.00
1433;0;1;2.75;0.00
1434;0;0;1.69;1.85
1436;0;1;2.53;0.00
1438;0;0;2.56;2.28
1439;1;0;2.60;2.80
1440;0;0;1.68;0.00
1441;0;1;3.05;0.00
1445;0;0;0.00;0.00
1446;0;1;2.80;0.00
1447;0;0;2.22;2.11
1449;0;0;2.30;0.00
1450;0;0;1.54;1.27
1451;0;1;1.30;0.00
1452;0;1;3.10;0.00
1454;0;0;2.16;2.08
1455;0;0;2.53;0.00
1456;0;0;0.00;0.00
1457;0;0;2.17;2.09
1458;0;0;2.25;2.13
1459;0;1;2.88;0.00
1460;0;0;2.33;2.17
1462;0;0;2.22;0.00
1463;0;1;2.86;0.00
1465;0;0;0.00;0.00
1466;0;0;3.30;0.00
1467;0;0;2.73;0.00
1468;0;0;1.71;1.86
1469;0;1;2.50;0.00
1470;0;1;3.30;0.00
1471;0;1;3.30;0.00
1472;0;1;0.00;0.00
1474;0;0;1.73;0.00
1475;0;0;2.39;0.00
1476;0;0;1.81;1.91
1477;0;0;2.58;0.00
1478;0;0;1.94;1.97
1479;0;0;2.29;0.00
1481;0;1;2.17;0.00
1482;0;0;2.01;0.00
1483;0;1;2.30;0.00
1484;0;1;0.00;0.00
1485;0;0;0.00;0.00
1486;0;0;1.67;1.84
1487;0;0;2.85;2.93
1488;0;1;2.17;0.00
1490;0;1;2.52;0.00
1491;0;0;1.56;1.28
1492;0;0;2.22;2.11
1493;0;0;2.12;0.00
1494;0;0;1.68;1.84
1495;0;1;2.30;0.00
1496;0;1;1.88;0.00
1497;0;0;2.64;0.00
1498;0;0;1.77;1.89
1499;0;1;2.30;0.00
1500;0;1;2.56;0.00
1501;0;0;2.30;0.00
1502;0;0;2.13;2.07
1503;0;1;1.72;0.00
1504;0;1;1.64;0.00
1505;0;1;3.08;0.00
1507;0;0;2.30;2.15
1509;0;0;1.96;1.98
1510;0;0;1.82;0.00
1512;0;0;2.50;2.75
1513;0;0;1.71;1.86
1514;0;1;3.04;0.00
1516;0;0;1.94;1.97
1517;0;0;2.04;2.02
1518;0;0;1.53;0.00
1519;0;1;2.87;0.00
1521;0;0;2.08;2.04
1522;0;0;1.44;1.22
1523;0;0;2.60;0.00
1524;0;1;2.10;0.00
1525;0;0;0.00;0.00
1526;0;1;1.93;0.00
1528;0;0;2.27;2.14
1529;0;1;0.00;0.00
1530;0;0;2.30;0.00
1531;0;0;2.64;0.00
1532;0;1;0.00;0.00
1534;0;0;2.35;2.18
1535;0;0;3.30;0.00
1536;0;1;2.48;0.00
1537;0;1;2.34;0.00
1539;0;1;2.76;0.00
1541;0;0;2.13;2.07
1542;0;0;2.22;2.11
1543;0;0;1.77;0.00
1544;0;0;2.05;2.03
1545;0;0;2.17;0.00
1546;0;0;1.89;1.95
1547;0;0;3.30;0.00
1548;0;1;0.00;0.00
1549;0;0;2.17;2.09
1550;0;0;2.42;0.00
1551;0;1;0.00;0.00
1552;0;1;2.76;0.00
1553;0;1;0.00;0.00
1554;0;1;2.30;0.00
1555;0;0;2.06;0.00
1556;0;0;1.80;0.00
1557;0;0;2.09;2.05
1558;0;0;2.09;0.00
1559;0;1;0.00;0.00
1560;0;1;2.98;0.00
1562;0;0;0.00;0.00
1563;0;1;0.00;0.00
1564;0;0;1.70;0.00
1565;0;0;2.37;0.00
1566;0;0;2.23;0.00
1568;0;0;1.91;1.96
1569;0;1;2.43;0.00
1570;0;1;0.00;0.00
1572;0;0;2.72;0.00
1573;0;1;2.22;0.00
1574;0;0;2.49;2.25
1575;1;1;2.88;0.00
1576;0;0;2.30;0.00
1577;0;0;1.55;1.28
1578;0;1;0.00;0.00
1580;0;0;2.66;0.00
1582;0;0;1.44;1.22
1583;0;0;1.47;1.24
1584;0;1;3.08;0.00
1585;0;0;2.02;2.01
1586;0;0;1.90;0.00
1588;0;0;2.50;2.25
1589;0;1;0.00;0.00
1590;0;0;2.90;0.00
1592;0;0;1.95;1.98
1593;0;0;2.82;0.00
1594;0;0;2.00;2.00
1596;0;1;0.00;0.00
1598;0;1;0.00;0.00
1599;0;0;2.02;2.01
1600;0;0;1.51;1.26
1601;0;0;0.00;0.00
1602;0;0;1.97;0.00
1603;0;0;2.63;2.82
1604;0;0;2.30;2.15
1605;0;1;2.67;0.00
1606;0;0;2.08;2.04
1607;0;0;1.74;1.87
1608;0;1;3.30;0.00
1609;0;0;2.05;2.03
1610;0;0;1.82;1.91
1611;0;0;3.30;0.00
1612;0;1;2.48;0.00
1613;0;0;2.53;2.27
1614;0;1;0.00;0.00
1615;0;1;0.00;0.00
1616;0;0;1.86;0.00
1617;0;0;2.74;0.00
1618;0;0;1.55;1.28
1619;0;1;2.80;0.00
1620;0;0;1.90;1.95
1621;0;0;2.03;2.02
1622;0;0;2.63;0.00
1623;0;0;1.70;0.00
1624;0;0;3.26;0.00
1625;0;0;2.15;0.00
1626;0;1;2.84;0.00
1627;0;0;2.30;0.00
1628;0;1;2.81;0.00
1630;0;0;2.12;0.00
1631;0;0;1.64;1.82
1633;0;0;1.57;1.29
1634;0;0;2.50;0.00
1636;0;1;2.00;0.00
1637;0;1;0.00;0.00
1638;0;0;1.59;1.80
1640;0;0;2.19;2.10
1643;0;1;2.38;0.00
1644;0;0;1.87;1.94
1645;0;0;1.59;1.30
1646;0;0;2.87;0.00
1647;0;1;0.00;0.00
1648;0;1;1.98;0.00
1649;0;0;2.29;2.15
1650;0;0;1.78;0.00
1651;0;1;0.00;0.00
1652;0;1;2.84;0.00
1653;0;0;1.86;0.00
1654;0;0;2.10;2.05
1655;0;0;1.75;1.88
1656;0;0;1.50;0.00
1657;1;0;3.30;0.00
1658;0;0;2.24;2.12
1660;0;0;1.82;1.91
1661;0;0;1.44;1.22
1664;0;0;2.21;2.11
1665;0;1;3.24;0.00
1666;0;0;1.98;0.00
1667;0;1;3.30;0.00
1668;0;0;2.04;2.02
1669;0;1;2.00;0.00
1670;0;1;2.76;0.00
1671;0;0;2.58;0.00
1673;0;1;3.22;0.00
1674;0;1;0.00;0.00
1675;0;0;2.58;0.00
1676;0;0;2.17;2.09
1677;0;0;1.97;0.00
1678;0;0;2.44;0.00
1679;0;0;2.35;2.18
1680;0;1;1.93;0.00
1682;0;0;1.51;1.26
1683;0;1;0.00;0.00
1684;0;0;1.49;1.25
1685;0;1;2.28;0.00
1686;0;1;3.30;0.00
1687;0;0;1.78;1.89
1688;0;0;2.21;2.11
1689;0;1;2.33;0.00
1690;0;0;1.44;1.22
1691;1;0;2.36;2.18
1693;1;0;2.19;2.10
1694;0;0;1.59;1.30
1695;0;0;3.04;0.00
1697;0;1;0.00;0.00
1698;0;1;4.00;0.00
1699;0;1;0.00;0.00
1700;0;0;2.14;0.00
1701;0;1;1.58;0.00
1702;0;0;2.62;2.81
1703;0;0;2.38;0.00
1704;0;0;1.89;1.95
1705;0;0;2.01;0.00
1706;0;1;1.92;0.00
1707;0;1;2.38;0.00
1708;0;1;1.80;0.00
1709;0;1;2.54;0.00
1710;0;0;1.69;1.85
1712;0;0;1.41;1.21
1713;0;0;2.31;2.16
1714;0;1;2.59;0.00
1715;0;0;2.63;0.00
1716;1;0;1.69;1.85
1717;0;0;2.42;2.21
1718;0;0;2.66;0.00
1719;0;0;2.66;2.83
1720;0;1;2.81;0.00
1721;0;1;3.38;0.00
1722;0;0;2.40;0.00
1724;0;0;2.98;2.99
1725;0;0;2.37;2.19
1727;0;0;1.99;2.00
1729;0;0;2.01;0.00
1730;0;0;2.31;0.00
1731;0;0;2.30;0.00
1733;0;1;2.73;0.00
1734;0;0;1.51;1.26
1735;0;0;3.05;0.00
1736;0;0;2.20;2.10
1738;0;1;2.59;0.00
1740;0;0;1.66;1.83
1741;0;0;2.50;0.00
1742;0;0;2.49;2.25
1743;0;1;2.05;0.00
1744;0;0;2.17;2.09
1746;0;1;3.03;0.00
1747;0;0;2.26;2.13
1749;0;0;1.49;1.25
1751;0;0;0.00;0.00
1752;0;0;1.93;1.97
1753;0;0;0.00;0.00
1754;0;0;2.09;2.05
1755;0;0;2.06;2.03
1756;0;1;2.01;0.00
1757;0;0;1.40;1.20
1758;0;1;2.67;0.00
1759;0;0;2.16;2.08
1760;0;0;2.12;0.00
1761;0;0;3.09;0.00
1762;0;1;4.00;0.00
1763;0;1;0.00;0.00
1765;0;0;2.37;2.19
1766;0;0;0.00;0.00
1767;0;0;1.85;1.93
1768;0;0;2.08;0.00
1769;0;0;1.80;1.90
1771;0;0;1.85;1.93
1772;0;0;1.67;0.00
1773;0;0;1.63;1.82
1774;0;0;1.74;0.00
1775;0;1;0.00;0.00
1776;0;1;1.30;0.00
1777;0;1;2.30;0.00
1778;0;0;2.10;0.00
1779;0;0;2.04;2.02
1781;0;0;2.09;2.05
1782;0;1;3.30;0.00
1783;0;0;2.13;2.07
1784;0;0;2.35;2.18
1785;0;0;1.70;1.85
1787;0;0;2.37;2.19
1788;0;0;0.00;0.00
1789;0;0;1.70;0.00
1791;0;0;2.27;0.00
1792;0;1;0.00;0.00
1793;1;1;2.28;0.00
1794;0;1;1.99;0.00
1795;0;0;2.56;0.00
1796;0;1;3.30;0.00
1797;0;0;1.75;1.88
1799;0;0;2.09;0.00
1800;0;1;2.55;0.00
1801;0;0;2.10;2.05
1802;0;1;2.55;0.00
1803;0;0;2.93;0.00
1804;0;0;0.00;0.00
1805;0;0;1.96;1.98
1806;0;0;2.00;0.00
1807;0;0;2.30;0.00
1808;0;1;0.00;0.00
1809;0;0;1.86;1.93
1810;0;1;0.00;0.00
1811;0;0;3.13;0.00
1812;0;0;2.07;0.00
1813;0;0;2.64;0.00
1814;0;0;1.94;0.00
1815;0;1;2.10;0.00
1816;0;1;2.59;0.00
1817;0;0;2.15;0.00
1818;0;1;2.49;0.00
1819;0;0;1.97;1.99
1820;0;1;0.00;0.00
1822;0;0;2.18;2.09
1823;0;0;1.87;1.94
1824;0;0;0.00;0.00
1827;0;0;2.55;0.00
1828;0;0;2.30;2.15
1829;0;1;3.30;0.00
1830;0;1;2.56;0.00
1831;0;0;2.19;2.10
1832;0;0;1.39;0.00
1833;0;1;2.54;0.00
1834;0;0;2.49;2.25
1835;0;1;2.69;0.00
1836;0;1;0.00;0.00
1837;0;0;1.58;1.29
1839;0;0;2.72;0.00
1840;0;1;2.38;0.00
1841;0;0;2.42;2.21
1842;0;0;1.71;1.86
1843;0;0;1.59;1.80
1844;0;0;2.11;2.06
1845;0;1;2.80;0.00
1846;0;0;2.28;0.00
1847;0;0;2.53;0.00
1848;0;0;3.20;0.00
1849;0;1;2.50;0.00
1850;0;0;2.57;0.00
1851;0;0;2.66;2.83
1853;0;0;0.00;0.00
1854;0;0;2.50;0.00
1857;0;0;1.81;1.91
1858;0;1;2.53;0.00
1860;0;0;1.35;1.18
1861;0;0;2.11;2.06
1862;0;0;2.62;2.81
1863;0;0;1.77;1.89
1864;0;1;1.48;0.00
1865;0;0;2.44;2.22
1866;0;0;1.92;1.96
1867;0;0;2.28;2.14
1868;0;0;1.93;0.00
1869;0;1;0.00;0.00
1870;0;1;0.00;0.00
1871;0;1;2.24;0.00
1872;0;0;2.55;0.00
1873;0;1;2.27;0.00
1874;0;1;2.68;0.00
1875;0;1;3.60;0.00
1876;0;0;1.93;1.97
1877;0;1;2.64;0.00
1878;0;0;2.36;2.18
1879;0;0;1.85;1.93
1880;0;1;3.30;0.00
1882;0;0;2.50;0.00
1883;0;1;2.98;0.00
1887;0;0;2.25;0.00
1888;0;1;2.93;0.00
1889;0;0;1.95;0.00
1891;0;0;1.96;0.00
1892;0;0;2.60;2.80
1893;0;1;0.00;0.00
1894;0;1;0.00;0.00
1895;0;0;1.87;1.94
1896;0;0;1.61;1.81
1897;0;0;2.56;2.78
1898;0;1;2.82;0.00
1900;1;1;2.07;0.00
1901;0;0;2.41;2.21
1902;0;0;2.12;2.06
1903;0;0;2.13;2.07
1904;0;0;2.11;0.00
1905;0;0;2.22;0.00
1906;0;0;2.43;2.22
1907;0;1;0.00;0.00
1908;0;1;0.00;0.00
1909;0;0;1.42;1.21
1910;0;0;2.23;2.12
1911;0;0;2.24;0.00
1912;0;0;1.73;1.87
1913;0;0;2.21;2.11
1914;1;0;1.99;2.00
1915;0;0;2.30;0.00
1916;0;0;2.00;0.00
1917;0;0;1.44;1.22
1918;1;1;1.77;0.00
1919;0;0;2.21;2.11
1920;0;1;3.30;0.00
1921;0;0;1.51;0.00
1922;0;0;1.59;1.80
1923;0;0;2.07;0.00
1924;0;0;2.46;2.23
1925;0;1;3.06;0.00
1926;0;0;1.93;1.97
1928;0;0;2.50;0.00
1929;0;1;2.52;0.00
1930;0;0;1.86;0.00
1931;0;0;2.43;0.00
1932;0;0;2.07;0.00
1933;0;1;3.30;0.00
1934;0;0;1.47;1.24
1937;0;0;2.53;2.27
1939;0;0;2.30;0.00
1940;0;0;2.41;0.00
1941;0;0;1.71;1.86
1942;0;0;0.00;0.00
1943;0;0;3.14;3.07
1945;0;0;1.76;1.88
1946;0;1;2.76;0.00
1947;0;1;1.45;0.00
1948;0;1;3.30;0.00
1949;0;1;0.00;0.00
1950;0;0;2.31;2.16
1951;0;1;2.52;0.00
1952;0;1;1.96;0.00
1953;0;0;2.30;0.00
1955;0;1;2.47;0.00
1956;0;0;1.35;0.00
1957;0;0;2.73;2.87
1958;0;0;1.58;0.00
1959;0;0;1.81;1.91
1960;0;0;1.94;0.00
1961;0;0;1.80;1.90
1963;0;1;2.88;0.00
1965;0;0;2.43;0.00
1968;0;0;1.67;1.84
1969;0;0;2.16;2.08
1970;0;0;1.87;0.00
1971;0;0;0.00;0.00
1972;0;0;1.86;0.00
1974;0;1;2.97;0.00
1975;0;0;1.90;0.00
1976;0;1;1.43;0.00
1977;0;1;2.10;0.00
1978;0;0;2.42;0.00
1980;0;0;1.95;1.98
1981;0;1;1.93;0.00
1982;0;0;2.06;2.03
1983;0;1;0.00;0.00
1985;0;0;1.73;1.87
1986;0;1;0.00;0.00
1990;0;1;2.63;0.00
1991;0;1;2.14;0.00
1992;0;1;1.48;0.00
1994;0;0;2.48;0.00
1997;0;0;2.14;2.07
1998;0;1;2.27;0.00
1999;0;0;2.03;0.00
2000;0;1;2.30;0.00
2001;0;0;2.18;2.09
2002;0;0;1.97;0.00
2005;0;0;1.95;0.00
2007;0;1;2.45;0.00
2008;0;0;2.17;2.09
2009;0;1;2.79;0.00
2010;0;0;1.70;0.00
2011;0;1;3.30;0.00
2012;0;0;2.29;2.15
2013;0;0;1.86;1.93
2014;0;0;0.00;0.00
2016;0;0;1.71;1.86
2017;0;0;3.22;0.00
2018;0;0;2.10;0.00
2019;0;1;2.30;0.00
2021;0;0;2.63;0.00
2022;0;1;0.00;0.00
2023;0;0;2.10;0.00
2025;0;0;2.08;2.04
2027;0;0;2.60;0.00
2028;0;0;2.76;0.00
2029;0;0;2.53;0.00
2030;0;0;1.81;1.91
2031;0;0;2.30;0.00
2032;0;0;2.81;0.00
2033;0;0;1.72;0.00
2034;0;0;2.22;2.11
2035;0;0;2.92;0.00
2036;0;0;1.79;1.90
2037;0;0;1.59;1.30
2038;0;0;2.90;0.00
2039;0;0;2.70;2.85
2040;0;0;2.38;2.19
2041;0;0;1.89;1.95
2042;0;0;2.20;2.10
2043;0;0;2.42;2.21
2044;0;1;2.73;0.00
2045;0;1;0.00;0.00
2046;0;0;1.87;1.94
2047;0;0;2.80;0.00
2048;0;1;2.30;0.00
2049;0;1;1.80;0.00
2050;0;1;1.67;0.00
2051;0;0;2.02;2.01
2053;0;1;0.00;0.00
2054;0;1;2.30;0.00
2056;0;0;2.74;0.00
2057;0;0;1.77;1.89
2059;0;0;1.77;1.89
2060;0;0;2.05;0.00
2061;0;0;2.12;0.00
2063;0;0;1.68;1.84
2064;0;0;2.20;0.00
2065;0;0;2.02;0.00
2066;0;1;2.90;0.00
2067;0;0;2.00;0.00
2068;0;1;0.00;0.00
2069;0;1;2.62;0.00
2070;0;1;0.00;0.00
2072;0;0;2.70;0.00
2073;0;0;1.88;1.94
2074;0;0;1.76;1.88
2075;0;0;0.00;0.00
2076;0;0;1.93;1.97
2077;0;0;2.04;2.02
2078;0;1;0.00;0.00
2079;0;0;2.37;2.19
2080;0;1;1.97;0.00
2081;0;1;2.30;0.00
2082;0;0;1.86;1.93
2084;0;0;2.16;2.08
2085;0;0;1.90;0.00
2086;0;1;1.85;0.00
2087;0;0;1.71;0.00
2089;0;0;2.33;2.17
2090;0;0;2.23;0.00
2091;0;0;2.30;0.00
2092;0;0;1.81;0.00
2093;0;1;0.00;0.00
2095;0;0;2.21;0.00
2096;0;0;1.57;1.29
2098;0;0;1.62;0.00
2099;0;1;2.42;0.00
2100;0;1;0.00;0.00
2102;0;0;2.38;0.00
2103;0;1;0.00;0.00
2104;0;0;0.00;0.00
2106;0;0;1.44;1.22
2107;0;0;1.70;1.85
2108;0;1;0.00;0.00
2110;0;1;2.39;0.00
2111;0;1;2.18;0.00
2112;0;0;2.46;0.00
2113;0;0;2.48;0.00
2114;0;0;1.46;0.00
2115;0;1;1.80;0.00
2116;0;0;1.83;1.92
2117;0;0;1.84;0.00
2118;0;1;2.98;0.00
2119;0;0;3.01;0.00
2120;0;1;2.63;0.00
2122;0;0;2.23;2.12
2123;0;0;2.38;2.19
2124;0;0;1.92;0.00
2125;0;1;2.30;0.00
2126;0;1;0.00;0.00
2128;0;0;1.54;1.27
2129;0;1;0.00;0.00
2131;0;1;1.98;0.00
2132;0;0;1.43;0.00
2133;0;0;2.53;0.00
2134;0;1;0.00;0.00
2135;0;0;2.30;0.00
2137;0;1;2.33;0.00
2138;0;1;3.36;0.00
2139;0;0;1.64;1.82
2140;0;0;2.34;2.17
2141;0;0;2.47;0.00
2143;0;1;2.97;0.00
2144;0;0;2.90;0.00
2145;0;0;2.25;0.00
2146;0;1;0.00;0.00
2147;0;0;1.86;0.00
2148;0;0;2.91;0.00
2149;0;0;2.35;2.18
2150;0;0;2.18;2.09
2151;0;0;1.75;1.88
2152;0;0;1.75;1.88
2153;0;0;2.37;0.00
2154;0;1;3.04;0.00
2157;0;0;2.34;2.17
2158;0;0;2.41;2.21
2159;0;1;2.48;0.00
2160;0;0;1.39;1.20
2161;0;1;2.92;0.00
2163;0;1;2.32;0.00
2165;0;0;2.64;0.00
2166;0;1;0.00;0.00
2167;0;1;1.70;0.00
2169;0;1;0.00;0.00
2170;0;0;1.77;1.89
2171;0;0;1.78;1.89
2172;0;0;2.54;2.27
2173;0;1;2.78;0.00
2174;0;0;2.47;0.00
2175;0;0;1.75;1.88
2177;0;1;2.50;0.00
2178;0;1;0.00;0.00
2180;0;0;1.75;1.88
2181;0;0;2.25;2.13
2183;0;0;1.98;0.00
2186;0;0;2.10;2.05
2187;0;0;1.90;1.95
2189;0;0;2.56;0.00
2192;0;0;2.04;2.02
2193;0;0;1.60;1.80
2194;0;0;2.01;0.00
2195;0;0;2.41;2.21
2196;0;0;1.67;0.00
2197;0;0;1.99;2.00
2198;0;0;2.21;2.11
2200;0;0;2.72;2.86
2202;0;0;2.63;0.00
2204;0;0;1.95;1.98
2205;0;1;0.00;0.00
2206;0;0;1.76;1.88
2207;0;1;3.30;0.00
2208;0;1;0.00;0.00
2209;0;1;2.08;0.00
2210;0;0;2.73;0.00
2211;0;0;1.61;0.00
2213;0;0;2.63;0.00
2215;0;0;2.79;0.00
2216;0;0;2.75;0.00
2217;0;0;2.71;2.86
2218;0;0;2.19;2.10
2220;0;0;1.35;1.18
2221;0;1;2.90;0.00
2222;0;1;2.27;0.00
2223;0;0;2.03;2.02
2224;0;0;2.15;0.00
2225;0;0;1.68;0.00
2226;0;0;2.10;2.05
2227;0;1;0.00;0.00
2228;0;0;2.15;2.08
2230;0;0;2.66;0.00
2232;0;1;3.30;0.00
2233;0;0;1.81;1.91
2234;0;1;2.73;0.00
2235;0;0;2.30;0.00
2236;0;0;1.30;0.00
2237;0;0;2.03;0.00
2238;0;1;1.31;0.00
2239;0;0;1.70;0.00
2240;0;1;1.90;0.00
2241;0;0;1.79;0.00
2242;0;0;2.80;0.00
2243;0;0;2.43;0.00
2244;0;0;2.35;2.18
2245;0;1;2.38;0.00
2246;0;0;1.57;1.29
2247;0;0;2.90;0.00
2248;0;1;2.15;0.00
2249;0;0;2.87;0.00
2250;0;0;1.75;1.88
2251;0;0;2.46;0.00
2252;0;1;2.40;0.00
2254;0;0;2.23;2.12
2255;1;1;2.40;0.00
2259;0;0;1.53;0.00
2260;0;1;2.50;0.00
2261;0;1;2.64;0.00
2262;0;1;2.53;0.00
2263;0;0;1.87;0.00
2264;0;1;2.80;0.00
2265;1;0;1.87;1.94
2266;0;0;1.50;1.25
2267;0;0;2.81;0.00
2269;1;1;3.30;0.00
2270;0;0;0.00;0.00
2271;0;1;2.16;0.00
2272;0;1;1.90;0.00
2273;0;0;4.00;0.00
2274;0;0;2.00;2.00
2275;0;1;1.80;0.00
2276;0;0;1.81;1.91
2277;0;1;4.00;0.00
2278;0;0;2.30;0.00
2279;0;0;1.96;1.98
2280;0;0;2.06;0.00
2281;0;0;3.53;0.00
2282;0;1;0.00;0.00
2283;0;1;2.13;0.00
2286;0;0;2.09;2.05
2288;0;0;2.14;2.07
2290;0;1;2.10;0.00
2291;0;1;2.30;0.00
2292;0;0;1.58;0.00
2294;0;0;2.26;0.00
2295;0;1;2.55;0.00
2296;0;1;2.97;0.00
2297;0;0;2.37;2.19
2298;0;0;2.07;2.04
2303;0;0;1.65;1.83
2304;0;0;2.43;0.00
